Protein IDs,Fasta headers,LFQ intensity 1,LFQ intensity 2,LFQ intensity 20,LFQ intensity 22,LFQ intensity 25,LFQ intensity 28,LFQ intensity 29,LFQ intensity 31,LFQ intensity 33,LFQ intensity 36,LFQ intensity 37,LFQ intensity 39,LFQ intensity 4,LFQ intensity 8,LFQ intensity 9
O70593,sp|O70593|SGTA_RAT Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Rattus norvegicus OX=10116 GN=Sgta PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,6319.5,0,27866
P02401;D3ZN03,sp|P02401|RLA2_RAT 60S acidic ribosomal protein P2 OS=Rattus norvegicus OX=10116 GN=Rplp2 PE=1 SV=2;tr|D3ZN03|D3ZN03_RAT 60S acidic ribosomal protein P2 OS=Rattus norvegicus OX=10116 GN=LOC100362751 PE=1 SV=1,98295,0,1421700,1066700,112330,903290,979120,363860,363210,1446900,489940,4656000,1053900,317630,843180
P02454;A0A068F650;F1LRM7;P05539,sp|P02454|CO1A1_RAT Collagen alpha-1(I) chain OS=Rattus norvegicus OX=10116 GN=Col1a1 PE=1 SV=5,48594000,21742000,17936000,48682000,18560000,46590000,18979000,23681000,32328000,14833000,21550000,32423000,8009000,20732000,5822300
Q5I0M7;P04256;Q6P6G9;D4ACJ7;F1M2S4;F1M6C7,tr|Q5I0M7|Q5I0M7_RAT Helix-destabilizing protein OS=Rattus norvegicus OX=10116 GN=Hnrnpa1 PE=1 SV=1;sp|P04256|ROA1_RAT Heterogeneous nuclear ribonucleoprotein A1 OS=Rattus norvegicus OX=10116 GN=Hnrnpa1 PE=1 SV=3;tr|Q6P6G9|Q6P6G9_RAT Helix-destabilizing pr,296360,47944,77461,100330,100580,160670,170220,104170,77925,255120,174260,64982,214110,78110,306710
P07861;A0A0H2UHX5,sp|P07861|NEP_RAT Neprilysin OS=Rattus norvegicus OX=10116 GN=Mme PE=1 SV=2;tr|A0A0H2UHX5|A0A0H2UHX5_RAT Atriopeptidase OS=Rattus norvegicus OX=10116 GN=Mme PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,35039,0,0
P97827;P08721,tr|P97827|P97827_RAT Osteopontin OS=Rattus norvegicus OX=10116 PE=2 SV=1;sp|P08721|OSTP_RAT Osteopontin OS=Rattus norvegicus OX=10116 GN=Spp1 PE=1 SV=2,0,0,510180,0,0,0,0,0,0,0,0,0,0,0,69859
P11345;P14056,sp|P11345|RAF1_RAT RAF proto-oncogene serine/threonine-protein kinase OS=Rattus norvegicus OX=10116 GN=Raf1 PE=1 SV=1,0,0,0,0,0,0,30674,0,0,0,0,0,0,14554,19152
P11505-6;P11505;P11505-4;P11505-1,sp|P11505-6|AT2B1_RAT Isoform K of Plasma membrane calcium-transporting ATPase 1 OS=Rattus norvegicus OX=10116 GN=Atp2b1;sp|P11505|AT2B1_RAT Plasma membrane calcium-transporting ATPase 1 OS=Rattus norvegicus OX=10116 GN=Atp2b1 PE=1 SV=3;sp|P11505-4|AT2B1_R,0,8382.9,0,0,0,0,43898,0,0,0,0,0,0,0,120890
P12369,sp|P12369|KAP3_RAT cAMP-dependent protein kinase type II-beta regulatory subunit OS=Rattus norvegicus OX=10116 GN=Prkar2b PE=1 SV=3,0,0,0,94927,0,153350,151870,126720,0,333250,96168,207230,717070,67870,0
B1WBR1;A0A0G2JWJ7;O35254;A0JN16,tr|B1WBR1|B1WBR1_RAT Golgi reassembly-stacking protein 1 OS=Rattus norvegicus OX=10116 GN=Gorasp1 PE=1 SV=1;tr|A0A0G2JWJ7|A0A0G2JWJ7_RAT Golgi reassembly-stacking protein 1 OS=Rattus norvegicus OX=10116 GN=Gorasp1 PE=1 SV=1;sp|O35254|GORS1_RAT Golgi reasse,0,0,0,0,0,83173,0,0,0,0,0,0,0,52682,110430
P13084-2;P13084;Q7TP95;F7FKF2;D3ZXI2;D3ZP59,sp|P13084-2|NPM_RAT Isoform B23.2 of Nucleophosmin OS=Rattus norvegicus OX=10116 GN=Npm1;sp|P13084|NPM_RAT Nucleophosmin OS=Rattus norvegicus OX=10116 GN=Npm1 PE=1 SV=1;tr|Q7TP95|Q7TP95_RAT Ab1-351 OS=Rattus norvegicus OX=10116 GN=LOC364556 PE=2 SV=1;tr|F7,0,43438,130500,68047,0,0,150070,0,59407,20605,0,41571,344930,21667,133480
Q5U328;P13383;C1KE06;Q9QZX1,tr|Q5U328|Q5U328_RAT Nucleolin OS=Rattus norvegicus OX=10116 GN=Ncl PE=1 SV=1;sp|P13383|NUCL_RAT Nucleolin OS=Rattus norvegicus OX=10116 GN=Ncl PE=1 SV=3;tr|C1KE06|C1KE06_RAT Nucleolin OS=Rattus norvegicus OX=10116 PE=2 SV=1,0,202340,146280,622680,0,474460,398500,420200,377970,1616500,267080,832870,393410,0,1065200
P13941,sp|P13941|CO3A1_RAT Collagen alpha-1(III) chain OS=Rattus norvegicus OX=10116 GN=Col3a1 PE=2 SV=3,1929100,52988,1500300,1448700,2688300,1916800,974570,2581200,938490,642460,512260,0,423690,1556500,353390
P15205,sp|P15205|MAP1B_RAT Microtubule-associated protein 1B OS=Rattus norvegicus OX=10116 GN=Map1b PE=1 SV=3,117060,0,30727,20409,0,60233,106950,0,0,111010,92920,183100,616430,36542,0
P19357,"sp|P19357|GLUT4_RAT Solute carrier family 2, facilitated glucose transporter member 4 OS=Rattus norvegicus OX=10116 GN=Slc2a4 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,44952,4723.9,0
P19836,sp|P19836|PCY1A_RAT Choline-phosphate cytidylyltransferase A OS=Rattus norvegicus OX=10116 GN=Pcyt1a PE=1 SV=2,0,0,0,39188,0,60909,139760,102560,0,27641,57553,102180,0,9819.7,22083
A0A0G2JWK2;Q00566;Q00566-2,tr|A0A0G2JWK2|A0A0G2JWK2_RAT Methyl-CpG-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Mecp2 PE=1 SV=1;sp|Q00566|MECP2_RAT Methyl-CpG-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Mecp2 PE=1 SV=1;sp|Q00566-2|MECP2_RAT Isoform B of Methyl-CpG-bindi,0,0,7901.2,8612.1,5771.9,0,0,0,25895,0,0,0,48806,0,0
P19944;A0A0H2UHJ3;A0A0G2K4Q1,sp|P19944|RLA1_RAT 60S acidic ribosomal protein P1 OS=Rattus norvegicus OX=10116 GN=Rplp1 PE=3 SV=1,335460,241480,8658900,4455700,0,5224300,4727900,4068900,2314300,7610000,3737300,12736000,869150,1873700,5030000
P19945;D3ZJT4,sp|P19945|RLA0_RAT 60S acidic ribosomal protein P0 OS=Rattus norvegicus OX=10116 GN=Rplp0 PE=1 SV=2,541670,1126600,2380200,1499900,36184,1155000,1251700,986670,1490700,2412200,1267300,4049100,1001100,1834100,513210
P26431,sp|P26431|SL9A1_RAT Sodium/hydrogen exchanger 1 OS=Rattus norvegicus OX=10116 GN=Slc9a1 PE=1 SV=2,0,0,0,10815,0,0,66826,0,0,0,0,0,70673,0,35587
P29066,sp|P29066|ARRB1_RAT Beta-arrestin-1 OS=Rattus norvegicus OX=10116 GN=Arrb1 PE=1 SV=1,0,0,0,0,714.33,0,0,0,0,0,0,0,10805,0,7275
P31044,sp|P31044|PEBP1_RAT Phosphatidylethanolamine-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Pebp1 PE=1 SV=3,0,19200,0,0,0,0,0,0,0,0,0,0,0,0,4538.9
P34058;A0A0G2K793,sp|P34058|HS90B_RAT Heat shock protein HSP 90-beta OS=Rattus norvegicus OX=10116 GN=Hsp90ab1 PE=1 SV=4;tr|A0A0G2K793|A0A0G2K793_RAT Heat shock protein HSP 90-beta OS=Rattus norvegicus OX=10116 GN=Hsp90ab1 PE=1 SV=1,765680,29194,233050,351740,85447,221750,139040,75361,230980,266330,148570,549170,4036100,79832,2237400
A0A0G2JWM2;Q5RJQ4,tr|A0A0G2JWM2|A0A0G2JWM2_RAT NAD-dependent protein deacetylase OS=Rattus norvegicus OX=10116 GN=Sirt2 PE=1 SV=1;sp|Q5RJQ4|SIR2_RAT NAD-dependent protein deacetylase sirtuin-2 OS=Rattus norvegicus OX=10116 GN=Sirt2 PE=1 SV=1,0,0,0,0,0,0,68206,0,0,0,0,0,61249,44292,185000
P35565,sp|P35565|CALX_RAT Calnexin OS=Rattus norvegicus OX=10116 GN=Canx PE=1 SV=1,48165,0,91734,98356,12216,69224,170590,36910,97170,84556,56892,97394,167310,79029,109590
P47196,sp|P47196|AKT1_RAT RAC-alpha serine/threonine-protein kinase OS=Rattus norvegicus OX=10116 GN=Akt1 PE=1 SV=1,0,0,0,0,0,0,39606,0,0,19418,0,0,0,0,0
P47942,sp|P47942|DPYL2_RAT Dihydropyrimidinase-related protein 2 OS=Rattus norvegicus OX=10116 GN=Dpysl2 PE=1 SV=1,0,0,0,0,0,3293.5,0,0,0,0,0,0,1186.8,0,331740
Q9R085;A0A0A0MY07;A0A0G2K1U1,sp|Q9R085|UBP15_RAT Ubiquitin carboxyl-terminal hydrolase 15 OS=Rattus norvegicus OX=10116 GN=Usp15 PE=1 SV=1;tr|A0A0A0MY07|A0A0A0MY07_RAT Ubiquitin carboxyl-terminal hydrolase OS=Rattus norvegicus OX=10116 GN=Usp15 PE=1 SV=1;tr|A0A0G2K1U1|A0A0G2K1U1_RAT U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6P725;P48675,tr|Q6P725|Q6P725_RAT Desmin OS=Rattus norvegicus OX=10116 GN=Des PE=1 SV=1;sp|P48675|DESM_RAT Desmin OS=Rattus norvegicus OX=10116 GN=Des PE=1 SV=2,115060,537050,986330,2342500,0,949740,355380,509870,116550,1025400,2061200,419640,0,1109600,17768
P50116;A0A0H2UHJ1,sp|P50116|S10A9_RAT Protein S100-A9 OS=Rattus norvegicus OX=10116 GN=S100a9 PE=1 SV=3;tr|A0A0H2UHJ1|A0A0H2UHJ1_RAT Calgranulin-B OS=Rattus norvegicus OX=10116 GN=S100a9 PE=1 SV=1,0,1036100,86814,934110,10081,34112,10614,9343.2,949010,63532,403490,34820,335290,294820,1648900
P52164-2,sp|P52164-2|MAX_RAT Isoform Short of Protein max OS=Rattus norvegicus OX=10116 GN=Max,0,0,0,0,0,0,73942,0,0,0,0,0,19131,0,151470
P52909,sp|P52909|JUND_RAT Transcription factor jun-D OS=Rattus norvegicus OX=10116 GN=Jund PE=1 SV=1,0,0,0,0,0,100760,80951,65911,0,266970,0,125300,0,0,0
P53987,sp|P53987|MOT1_RAT Monocarboxylate transporter 1 OS=Rattus norvegicus OX=10116 GN=Slc16a1 PE=1 SV=1,3648.6,0,98314,15602,0,0,34598,6575.2,64240,22206,0,0,101690,15186,1048700
Q3ZAV2;P62961;Q76MJ6;D3ZEV0,tr|Q3ZAV2|Q3ZAV2_RAT Y-box-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Ybx1 PE=1 SV=1;sp|P62961|YBOX1_RAT Y-box-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Ybx1 PE=2 SV=3;tr|Q76MJ6|Q76MJ6_RAT Brain Y-box binding protein 1 OS=Rattus norvegicus,0,0,37101,83583,0,0,45014,0,99934,0,0,0,435560,48526,319040
P70580,sp|P70580|PGRC1_RAT Membrane-associated progesterone receptor component 1 OS=Rattus norvegicus OX=10116 GN=Pgrmc1 PE=1 SV=3,0,0,0,0,0,0,38041,0,0,0,0,0,228880,0,31160
P70705,sp|P70705|ATP7A_RAT Copper-transporting ATPase 1 OS=Rattus norvegicus OX=10116 GN=Atp7a PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5BJN2;A0A0G2JX07,tr|Q5BJN2|Q5BJN2_RAT Death-associated kinase 2 OS=Rattus norvegicus OX=10116 GN=Dapk2 PE=1 SV=1;tr|A0A0G2JX07|A0A0G2JX07_RAT Death-associated protein kinase 2 OS=Rattus norvegicus OX=10116 GN=Dapk2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P97831,sp|P97831|TWST2_RAT Twist-related protein 2 OS=Rattus norvegicus OX=10116 GN=Twist2 PE=2 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P97887,sp|P97887|PSN1_RAT Presenilin-1 OS=Rattus norvegicus OX=10116 GN=Psen1 PE=1 SV=1,0,0,0,6632.2,0,33418,35182,0,0,0,14766,0,0,39816,10242
Q03555-2;Q03555-5;Q03555;F1MA86;M0R423;B3GS92;Q03555-6;Q03555-4;Q03555-3,sp|Q03555-2|GEPH_RAT Isoform 1 of Gephyrin OS=Rattus norvegicus OX=10116 GN=Gphn;sp|Q03555-5|GEPH_RAT Isoform 4 of Gephyrin OS=Rattus norvegicus OX=10116 GN=Gphn;sp|Q03555|GEPH_RAT Gephyrin OS=Rattus norvegicus OX=10116 GN=Gphn PE=1 SV=3;tr|F1MA86|F1MA86_R,0,0,0,77269,0,0,119170,0,0,0,0,153580,55398,0,53860
Q0D2L6,tr|Q0D2L6|Q0D2L6_RAT Ras-related GTP-binding protein OS=Rattus norvegicus OX=10116 GN=Rragc PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q0ZFS8,"tr|Q0ZFS8|Q0ZFS8_RAT RCG61099, isoform CRA_c OS=Rattus norvegicus OX=10116 GN=Srsf3 PE=1 SV=1",3988.7,58020,8316.3,4462.5,0,0,5283,0,0,0,0,0,0,0,655180
Q14TE9,tr|Q14TE9|Q14TE9_RAT DNA topoisomerase 2 OS=Rattus norvegicus OX=10116 GN=Top2b PE=2 SV=1,16100,30317,151800,253950,0,328590,337470,85749,50518,467910,233520,562140,74280,240130,82114
A0A0G2JX56;P60905,"tr|A0A0G2JX56|A0A0G2JX56_RAT DnaJ (Hsp40) homolog, subfamily C, member 5, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Dnajc5 PE=1 SV=1;sp|P60905|DNJC5_RAT DnaJ homolog subfamily C member 5 OS=Rattus norvegicus OX=10116 GN=Dnajc5 PE=1 SV=1",21904,35351,0,7044,47186,32130,27006,20825,31868,33030,16701,26463,50947,29832,289730
Q156J1;Q5U2U8,tr|Q156J1|Q156J1_RAT Bcl-2-interacting death suppressor OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|Q5U2U8|Q5U2U8_RAT BAG cochaperone 3 OS=Rattus norvegicus OX=10116 GN=Bag3 PE=1 SV=1,0,0,18553,48019,0,0,424020,0,0,15913,0,80894,15636,12300,2958.8
D3ZMW5;A0A0G2JX92,tr|D3ZMW5|D3ZMW5_RAT SH3 and PX domains 2A OS=Rattus norvegicus OX=10116 GN=Sh3pxd2a PE=1 SV=1;tr|A0A0G2JX92|A0A0G2JX92_RAT SH3 and PX domains 2A OS=Rattus norvegicus OX=10116 GN=Sh3pxd2a PE=1 SV=1,0,32093,0,0,0,0,0,0,0,0,28092,0,0,0,0
Q2HWF0-3;Q2HWF0;Q2HWF0-2,sp|Q2HWF0-3|FBP1L_RAT Isoform 3 of Formin-binding protein 1-like OS=Rattus norvegicus OX=10116 GN=Fnbp1l;sp|Q2HWF0|FBP1L_RAT Formin-binding protein 1-like OS=Rattus norvegicus OX=10116 GN=Fnbp1l PE=1 SV=2;sp|Q2HWF0-2|FBP1L_RAT Isoform 2 of Formin-binding p,0,0,260650,38070,0,0,0,0,0,0,50605,77635,0,0,23835
Q2IBC5;A0A0A0MXU8,sp|Q2IBC5|CAV2_RAT Caveolin-2 OS=Rattus norvegicus OX=10116 GN=Cav2 PE=1 SV=2;tr|A0A0A0MXU8|A0A0A0MXU8_RAT Caveolin OS=Rattus norvegicus OX=10116 GN=Cav2 PE=1 SV=1,0,10713,0,0,0,0,0,0,0,6782.6,0,0,9229.3,0,0
Q2PS20,sp|Q2PS20|JPH2_RAT Junctophilin-2 OS=Rattus norvegicus OX=10116 GN=Jph2 PE=1 SV=1,0,0,0,1326500,0,876510,570320,221900,0,549170,455670,530830,0,1797700,0
D4A9Q2;A0A0G2JX94,tr|D4A9Q2|D4A9Q2_RAT Angiomotin OS=Rattus norvegicus OX=10116 GN=Amot PE=1 SV=2;tr|A0A0G2JX94|A0A0G2JX94_RAT Angiomotin OS=Rattus norvegicus OX=10116 GN=Amot PE=3 SV=1,0,0,0,0,0,0,0,0,21812,0,0,0,0,0,53201
Q2YDV1,tr|Q2YDV1|Q2YDV1_RAT Dual specificity protein phosphatase OS=Rattus norvegicus OX=10116 GN=Dusp9 PE=2 SV=1,0,0,63937,0,0,0,0,0,0,0,0,0,0,0,387040
Q3KRD1,tr|Q3KRD1|Q3KRD1_RAT ETS variant transcription factor 6 OS=Rattus norvegicus OX=10116 GN=Etv6 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q3ZB99;P70625,tr|Q3ZB99|Q3ZB99_RAT Tight junction protein 2 OS=Rattus norvegicus OX=10116 GN=Tjp2 PE=1 SV=1;tr|P70625|P70625_RAT Zonula occludens 2 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=ZO-2 PE=2 SV=2,0,3361.7,47047,3028.8,0,0,3805.2,0,0,3797.7,0,0,13511,0,149930
Q497A9,"tr|Q497A9|Q497A9_RAT Eukaryotic translation initiation factor 4E binding protein 2, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Eif4ebp2 PE=1 SV=1",0,0,0,0,0,0,31183,0,0,0,0,77227,151480,0,48366
Q498T9,sp|Q498T9|LRC8C_RAT Volume-regulated anion channel subunit LRRC8C OS=Rattus norvegicus OX=10116 GN=Lrrc8c PE=1 SV=1,0,0,0,0,0,91107,18875,12467,0,62986,0,0,33244,0,0
Q4FZY0;D4A9T5,sp|Q4FZY0|EFHD2_RAT EF-hand domain-containing protein D2 OS=Rattus norvegicus OX=10116 GN=Efhd2 PE=1 SV=1,0,0,1788.1,0,0,0,0,0,49686,0,0,0,18261,2824.3,40606
Q4G061,sp|Q4G061|EIF3B_RAT Eukaryotic translation initiation factor 3 subunit B OS=Rattus norvegicus OX=10116 GN=Eif3b PE=1 SV=1,0,0,0,19552,0,0,1176900,0,0,561200,0,21845,1278500,1196500,691910
Q8VBW4;Q4G086;Q66HQ4,tr|Q8VBW4|Q8VBW4_RAT BNIP3L protein OS=Rattus norvegicus OX=10116 GN=Bnip3l PE=2 SV=1;tr|Q4G086|Q4G086_RAT BCL2-interacting protein 3-like OS=Rattus norvegicus OX=10116 GN=Bnip3l PE=1 SV=1;tr|Q66HQ4|Q66HQ4_RAT Bnip3l protein (Fragment) OS=Rattus norvegicus,0,0,0,18197,0,0,28542,0,0,8353.7,9239.7,0,41646,0,13553
Q5RJN5;Q4KLK7,tr|Q5RJN5|Q5RJN5_RAT Nol5a protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Nol5a PE=2 SV=1;tr|Q4KLK7|Q4KLK7_RAT NOP56 ribonucleoprotein OS=Rattus norvegicus OX=10116 GN=Nop56 PE=1 SV=1,0,0,75735,38481,0,0,62051,0,0,32675,19254,74022,61828,38557,144900
Q4KM77,sp|Q4KM77|EI24_RAT Etoposide-induced protein 2.4 homolog OS=Rattus norvegicus OX=10116 GN=Ei24 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q4QQV6,"tr|Q4QQV6|Q4QQV6_RAT Lymphocyte specific 1, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Lsp1 PE=1 SV=1",0,0,0,0,0,36610,71975,0,0,0,119440,213570,0,0,73024
Q4QQW4;D3ZVU7,sp|Q4QQW4|HDAC1_RAT Histone deacetylase 1 OS=Rattus norvegicus OX=10116 GN=Hdac1 PE=1 SV=1,95073,0,43334,21560,0,0,173000,0,0,82624,0,114600,95419,203820,793370
Q4V7C1,sp|Q4V7C1|CEP43_RAT Centrosomal protein 43 OS=Rattus norvegicus OX=10116 GN=Cep43 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q4V7D1;A0A0G2K075;A0A0G2JX79;A0A0G2JXS8;Q7TPJ0,tr|Q4V7D1|Q4V7D1_RAT Signal sequence receptor subunit alpha OS=Rattus norvegicus OX=10116 GN=Ssr1 PE=1 SV=1;tr|A0A0G2K075|A0A0G2K075_RAT Signal sequence receptor subunit alpha OS=Rattus norvegicus OX=10116 GN=Ssr1 PE=1 SV=1;tr|A0A0G2JX79|A0A0G2JX79_RAT Sig,0,49347,850490,477340,0,482120,603800,163620,375160,606790,374980,884950,48482,439180,609750
Q4V7E6,"tr|Q4V7E6|Q4V7E6_RAT Transcriptional co-activator with PDZ-binding motif (TA)Z, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Wwtr1 PE=2 SV=1",0,0,103070,37735,0,0,71682,0,0,21471,18806,31561,109850,62887,56083
Q4V8F6;Q6AYU2;Q6AYU5;Q6AY48,tr|Q4V8F6|Q4V8F6_RAT Pcbp2 protein OS=Rattus norvegicus OX=10116 GN=Pcbp2 PE=1 SV=1;tr|Q6AYU2|Q6AYU2_RAT Pcbp2 protein OS=Rattus norvegicus OX=10116 GN=Pcbp2 PE=2 SV=1;tr|Q6AYU5|Q6AYU5_RAT Poly(rC)-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Pcbp2 P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q4V8H8,sp|Q4V8H8|EHD2_RAT EH domain-containing protein 2 OS=Rattus norvegicus OX=10116 GN=Ehd2 PE=1 SV=1,284080,73065,86094,111770,0,281060,228740,117240,78864,221030,232860,171630,409840,249710,0
Q5BJP0,tr|Q5BJP0|Q5BJP0_RAT Vestigial like 4 (Drosophila) OS=Rattus norvegicus OX=10116 GN=Vgll4 PE=2 SV=1,0,0,22145,0,0,0,38399,0,0,17198,0,0,0,13073,0
Q5EBC7;Q62835,tr|Q5EBC7|Q5EBC7_RAT Rab GTPase-binding effector protein 2 OS=Rattus norvegicus OX=10116 GN=Rabep2 PE=1 SV=1;sp|Q62835|RABE2_RAT Rab GTPase-binding effector protein 2 OS=Rattus norvegicus OX=10116 GN=Rabep2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5HZV9,sp|Q5HZV9|PP1R7_RAT Protein phosphatase 1 regulatory subunit 7 OS=Rattus norvegicus OX=10116 GN=Ppp1r7 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1LUY5;A0A0G2JXJ6;B5DFB4,tr|F1LUY5|F1LUY5_RAT Tetratricopeptide repeat domain 7B OS=Rattus norvegicus OX=10116 GN=Ttc7b PE=1 SV=3;tr|A0A0G2JXJ6|A0A0G2JXJ6_RAT Tetratricopeptide repeat domain 7B OS=Rattus norvegicus OX=10116 GN=Ttc7b PE=1 SV=1;tr|B5DFB4|B5DFB4_RAT Tetratricopeptide,0,0,0,0,0,0,0,0,0,0,31428,21262,0,0,0
Q5M7V8,sp|Q5M7V8|TR150_RAT Thyroid hormone receptor-associated protein 3 OS=Rattus norvegicus OX=10116 GN=Thrap3 PE=1 SV=1,69355,220080,278890,260560,0,141670,323380,162240,201000,198490,213060,331600,250430,150690,149380
Q5M943;A0A0G2JZB6;F7FA68,tr|Q5M943|Q5M943_RAT THUMP domain containing 1 OS=Rattus norvegicus OX=10116 GN=Thumpd1 PE=2 SV=1;tr|A0A0G2JZB6|A0A0G2JZB6_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=1 SV=1,0,0,1030000,806480,0,0,1150900,0,317840,1147300,536990,1156800,636380,621640,545170
Q5PQP1,"sp|Q5PQP1|RBMS1_RAT RNA-binding motif, single-stranded-interacting protein 1 OS=Rattus norvegicus OX=10116 GN=Rbms1 PE=2 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5QD51-3;Q5QD51-2;Q5QD51;Q62766,sp|Q5QD51-3|AKA12_RAT Isoform 3 of A-kinase anchor protein 12 OS=Rattus norvegicus OX=10116 GN=Akap12;sp|Q5QD51-2|AKA12_RAT Isoform 2 of A-kinase anchor protein 12 OS=Rattus norvegicus OX=10116 GN=Akap12;sp|Q5QD51|AKA12_RAT A-kinase anchor protein 12 OS=Ra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5RJK5,tr|Q5RJK5|Q5RJK5_RAT Chromobox 3 OS=Rattus norvegicus OX=10116 GN=Cbx3 PE=1 SV=1,0,0,20070,0,0,0,0,0,0,0,0,0,44023,0,49691
Q5RKG9,tr|Q5RKG9|Q5RKG9_RAT Eukaryotic translation initiation factor 4B OS=Rattus norvegicus OX=10116 GN=Eif4b PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5RKH1;A0A0G2K249,sp|Q5RKH1|PRP4B_RAT Serine/threonine-protein kinase PRP4 homolog OS=Rattus norvegicus OX=10116 GN=Prpf4b PE=1 SV=1;tr|A0A0G2K249|A0A0G2K249_RAT PRP4 pre-mRNA-processing factor 4 homolog OS=Rattus norvegicus OX=10116 GN=Prpf4b PE=1 SV=1,0,0,112330,99327,0,89587,265880,35370,187780,434520,13524,206380,165100,179240,294540
Q5U1W8,tr|Q5U1W8|Q5U1W8_RAT High-mobility group nucleosome binding domain 1 OS=Rattus norvegicus OX=10116 GN=LOC100911295 PE=1 SV=1,0,0,0,207560,0,0,483210,0,140040,100360,0,382320,235400,46190,400310
A0A0G2JXZ3;B5DFC2;P70486,tr|A0A0G2JXZ3|A0A0G2JXZ3_RAT ATP-dependent helicase ATRX OS=Rattus norvegicus OX=10116 GN=Atrx PE=1 SV=1,0,0,0,50341,0,98940,78027,58988,0,164860,53524,143210,0,70633,55092
Q5U2N3,sp|Q5U2N3|PITM1_RAT Membrane-associated phosphatidylinositol transfer protein 1 OS=Rattus norvegicus OX=10116 GN=Pitpnm1 PE=1 SV=1,0,0,118440,0,0,0,30197,0,0,0,0,0,47659,0,0
Q5U2Y6,sp|Q5U2Y6|TFP11_RAT Tuftelin-interacting protein 11 OS=Rattus norvegicus OX=10116 GN=Tfip11 PE=1 SV=1,0,0,0,0,0,0,81531,0,0,0,0,0,13502,0,0
Q5U300,sp|Q5U300|UBA1_RAT Ubiquitin-like modifier-activating enzyme 1 OS=Rattus norvegicus OX=10116 GN=Uba1 PE=1 SV=1,0,0,0,17186,0,0,35226,0,0,0,0,0,0,18571,27628
Q5U302;A0A0G2JYF7;D4A6H8,"tr|Q5U302|Q5U302_RAT Catenin (Cadherin associated protein), alpha 1 OS=Rattus norvegicus OX=10116 GN=Ctnna1 PE=1 SV=1;tr|A0A0G2JYF7|A0A0G2JYF7_RAT Catenin alpha 1 OS=Rattus norvegicus OX=10116 GN=Ctnna1 PE=1 SV=1",0,6099.7,76196,5950.7,0,0,24202,0,59412,7930.5,2037.7,0,28839,10192,205080
Q5XI06,sp|Q5XI06|KAT8_RAT Histone acetyltransferase KAT8 OS=Rattus norvegicus OX=10116 GN=Kat8 PE=1 SV=1,0,0,0,32053,0,0,126440,0,64966,165950,0,125410,0,42422,37984
A0A0G2JY08;D3ZFD0;Q3B8R3,tr|A0A0G2JY08|A0A0G2JY08_RAT Unconventional myosin-XVIIIa OS=Rattus norvegicus OX=10116 GN=Myo18a PE=1 SV=1;sp|D3ZFD0|MY18A_RAT Unconventional myosin-XVIIIa OS=Rattus norvegicus OX=10116 GN=Myo18a PE=1 SV=2;tr|Q3B8R3|Q3B8R3_RAT LOC360570 protein (Fragment),0,0,0,7463.5,0,0,28665,0,0,49488,0,0,14653,13657,148280
