Protein_names	Gene_names	UniprotID	LFQ_intensity_R1_1	LFQ_intensity_R1_2	LFQ_intensity_R2_1	LFQ_intensity_R2_2	LFQ_intensity_R20_1	LFQ_intensity_R20_2	LFQ_intensity_R22_1	LFQ_intensity_R22_2	LFQ_intensity_R25_1	LFQ_intensity_R25_2	LFQ_intensity_R28_1	LFQ_intensity_R28_2	LFQ_intensity_R29_1	LFQ_intensity_R29_2	LFQ_intensity_R31_1	LFQ_intensity_R31_2	LFQ_intensity_R33_1	LFQ_intensity_R33_2	LFQ_intensity_R36_1	LFQ_intensity_R36_2	LFQ_intensity_R37_1	LFQ_intensity_R37_2	LFQ_intensity_R39_1	LFQ_intensity_R39_2	LFQ_intensity_R4_1	LFQ_intensity_R4_2	LFQ_intensity_R8_1	LFQ_intensity_R8_2	LFQ_intensity_R9_1	LFQ_intensity_R9_2
Histone	rCG_23111	M0RDM4	1206700	1027000	3766900	3075600	1412900	1400300	1149000	1239800	949920	822120	2269400	2294400	944490	928350	3038200	2948600	1885700	2008600	1235300	1591100	1263400	1551200	766930	746740	280660	306540	1262200	1373000	1267400	1624400
Annexin	Anxa5	P14668	504020	532670	794900	678180	280140	295810	353960	349460	443670	474890	359270	301600	339740	359140	360340	398170	460830	475140	477810	493270	329830	300070	409890	372720	486630	491370	357380	322680	437630	388190
Collagen	Col1a2	F1LS40	1010600	1325100	441380	479910	962370	531830	667610	596100	1249100	1125500	446520	467290	517000	456290	780310	782240	1370900	1348300	155380	173310	586290	548100	1032800	1145000	252550	309190	677920	700320	65583	54444
Rat	Apoe	Q65ZS7	495080	562610	273830	253710	469180	529800	252790	256240	578480	590970	632270	624170	131120	130020	449690	481650	299420	309330	521120	518130	174590	156020	237320	210480	402340	425070	208840	227790	355350	373380
Moesin	Msn	A0A1W2Q6E9	333410	313680	334510	402730	286180	284080	373100	390970	410520	413420	447310	388900	484000	459780	408650	362740	245870	293070	385590	389050	401590	441970	389590	375750	291440	295040	427500	443860	155040	163430
Histone	H3f3c	D3ZK97	1026400	1105600	2747900	2783600	681280	530950	552180	592490	448700	549000	1133700	1105400	1019200	985380	1463900	1346500	2508800	2380400	835810	958020	513990	455000	819140	998830	2193200	2078200	624280	587250	687890	857630
Dihydropyrimidinase-related	Dpysl2	P47942	322890	360150	360230	365930	336960	360290	288080	289840	357740	366700	390300	445320	386920	412880	482800	462160	329070	355820	416730	412470	422590	419440	365670	350720	313230	264520	341610	333040	232530	235860
Spectrin	Sptan1	Q6IRK8	164530	157540	154430	141300	113760	121030	106840	104070	116080	124180	93485	94082	108400	110460	167110	159470	124180	132050	131260	138590	92917	92951	109470	116930	248880	256430	85155	89349	109340	106130
Heat	Hsp90aa1	P82995	218460	216220	246330	233130	264380	294460	258610	265410	251210	255600	337920	254050	316010	328130	231980	245930	349830	405270	279840	274070	280690	296410	233050	246140	324410	324440	273070	283650	527760	640300
SP120	Hnrnpu	Q63555	532700	523340	713750	551390	348000	368650	444710	405130	409730	472660	488350	435290	402030	373890	497070	477470	455040	447770	465660	475740	425780	409580	467220	438760	174220	181610	380360	387470	276650	295940
Transketolase	Tkt	P50137	273420	258590	379770	374740	403140	381740	339680	350640	330770	373660	336370	359460	291840	312520	335330	350670	490820	484590	325000	340130	341760	319980	267600	267770	402790	425010	347860	364320	318700	335690
Caveolae-associated	Cavin1	G3V8L9	849230	1006200	766620	724870	565380	646740	709130	774640	801970	715870	1034100	1095100	974920	970850	1174300	1197700	611620	590150	937280	936890	977430	963110	744520	730250	1033600	1264100	902080	936120	9032.2	2318.3
Rho	Arhgdia	Q5XI73	513670	490670	572380	616210	745500	735010	752910	724690	843170	828870	796610	856750	778180	731850	953710	986130	823180	795190	782050	794570	859250	841980	706110	774810	856660	834770	862420	860870	748080	706430
Plectin	Plec	F7F9U6	171180	182870	201090	189320	211710	199930	216490	222400	193600	190430	230290	215370	219420	231800	254160	267140	158380	161400	177010	170320	189530	204250	187860	189300	201170	208440	186210	200050	121250	114010
Helix-destabilizing	Hnrnpa1	Q5I0M7	2789000	698270	498140	325080	142740	130410	191250	191930	272500	271210	222370	212740	174880	156450	158130	181170	266920	239740	264130	266550	186080	160460	224570	208960	133420	88286	188580	200870	225410	226120
Myosin	Mylk	A0A0G2K0Q7	173020	178680	254700	258220	167120	174620	229860	220680	215770	211020	214590	204500	247110	235950	299410	283590	200180	208040	222300	209540	266230	278660	197530	204480	33459	24768	291950	300070	0	0
Cytoplasmic	Dync1h1	M0R9X8	112290	117650	158440	144200	171370	169150	187020	200610	180320	177900	213550	210840	192070	201140	188330	185810	138990	148320	175060	174590	182080	172970	175080	180810	125680	114360	184440	187070	148840	162130
Protein	Pdia6	A0A0G2JSZ5	212290	230750	171000	204530	913210	958410	440060	425770	331920	330430	368760	400340	563920	573590	303540	322830	658610	639240	536600	510480	430930	411860	497840	584500	335470	320700	406550	409150	833370	867260
Destrin	Dstn	Q7M0E3	211060	205700	362780	414210	253200	202640	529420	565390	355770	377710	230430	256490	203910	187390	177130	197450	370680	379800	409340	449740	257240	324700	469660	541630	9071.1	10303	464890	497120	156550	156690
Adenylyl	Cap1	Q08163	304720	266200	344170	361430	335350	339780	403140	398980	390960	372500	312180	287310	407490	396210	345590	349150	414750	400490	304100	311970	400330	430480	299320	284150	204010	176960	478700	489040	309580	340790
Aldehyde	Aldh2	F1LN88	283880	302280	209540	201200	146410	166610	194190	176160	196470	201820	180720	185900	203900	217290	192120	193610	221320	211120	152060	143830	265090	266650	178000	174770	371100	337020	216440	223860	136930	126900
WD	Wdr1	Q5RKI0	142950	139550	165550	182840	167740	151640	220040	217140	211680	218670	163250	168680	194100	220810	183620	166480	190730	204310	184030	186810	227710	226720	195780	197760	147010	135660	239840	252530	113740	124900
Spectrin	Sptbn1	G3V6S0	139290	150790	189140	178500	120690	108180	91906	92617	121050	122830	106870	111530	93190	102290	198750	204210	144230	141370	113290	114010	91868	94538	100920	98966	176880	174790	98854	96265	88875	92475
Transgelin-2	Tagln2	Q5XFX0	274340	308400	402100	387630	479850	568450	565650	532140	546070	545510	287830	295280	447570	386200	334220	287960	411050	406750	446310	440430	420180	479730	588610	500910	162460	211260	431500	439150	222090	255430
Actin	Actg1	P63259	2604100	2479400	702020	823250	2354400	2478500	1057400	1046400	767630	733970	733640	700130	1049800	1040600	2152400	1910000	1329700	1274400	1184000	1088700	949590	1149200	1386300	1312200	3565300	3495400	618060	595960	2562200	2284000
Glutathione	Gstm2	B6DYQ2	481690	541460	859990	897480	169270	171490	214180	220140	325180	302080	159410	172140	361000	354330	743400	760680	475200	483810	346450	333510	225170	213580	338820	345940	1213600	1246800	159630	171900	7232.1	5702.5
Fermitin	Fermt2	Q5XI19	264520	249250	400020	395850	274890	251750	363390	344550	431340	433030	545910	629650	394210	396290	483530	446140	317230	335440	362390	338950	439340	469950	366720	327520	114540	115000	474750	471670	71788	70012
Globin	LOC689064	A0A1K0FUA6	979880	967350	2163200	2655900	908430	974080	325870	303500	257470	252720	777210	971150	507220	413860	471760	517610	325310	289950	341520	304800	510760	511680	364140	387310	1300000	1614900	500380	494730	254980	324620
Apolipoprotein	Apoa1	P04639	363330	362750	183490	243840	147840	154220	484810	548720	473780	459080	331690	293130	477550	540930	311640	315470	157010	145870	321190	260440	240590	231760	421840	450210	774560	664430	230920	209610	198820	199860
Rab	Gdi2	P50399	190160	211510	270850	247160	249120	250970	321060	331470	323900	310440	299410	302490	259860	248830	214580	219250	276010	267560	354040	335070	272130	270040	379030	362260	106360	169930	309950	317820	224130	228090
Cubilin	Cubn	O70244	0	0	0	0	159410	96660	0	512.64	174.72	0	0	0	0	0	17.707	91.758	259830	283170	6594.1	6391.7	387.31	601.27	0	39.961	0	99.753	20152	11977	685260	715600
High	Hmgb1	P63159	836110	969340	564710	546710	536970	497140	602930	565580	594600	609840	430410	337620	642120	615500	1490900	1578900	701990	676080	684810	665490	662200	670800	615130	604980	389700	574290	519580	528300	158340	177740
Serine	Serpina3k	P05545	534410	605200	355100	340820	222930	230880	645340	733390	613240	589310	360830	443370	953630	909620	407410	349330	151790	117770	610690	540870	641190	574810	881110	841900	785740	774830	501350	511220	151650	129500
Alpha-1-inhibitor	A1i3	P14046	317490	354650	214040	237510	143860	129260	426260	441360	553350	557170	327760	307780	400920	376190	202550	189320	100480	108770	412700	382330	270360	258010	765710	754910	321090	316420	335900	345600	108980	98200
Phosphoglycerate	Pgam1	P25113	126590	134280	183700	158200	469160	462330	314640	322040	264880	260640	229640	268200	217020	249490	258330	258050	368330	347260	349250	296520	249660	276280	262070	272280	573680	566100	290440	308490	568910	497770
Polypyrimidine	Ptbp1	D3ZB30	346800	303700	360290	327770	181120	199470	279210	276610	362350	358540	323820	350510	212380	217840	308630	297420	258030	245010	332660	330940	279170	261260	282270	280660	80347	103480	234840	240770	218270	210470
Nucleophosmin	Npm1	P13084	433920	194530	407680	321740	444140	466260	401020	425930	357840	393260	476010	496000	431740	369860	482350	452330	569250	531950	470620	427250	280610	393840	510520	456640	370510	432740	295890	287370	414660	440240
Alpha-14	Pygb	G3V6Y6	177170	210160	265110	259030	134970	140130	189550	185840	160630	166270	172230	173810	260220	276190	278440	275140	190190	183360	155310	152690	268860	287050	175550	176990	144120	154950	200520	210760	103060	94242
Alpha-2-HS-glycoprotein	Ahsg	P24090	510450	509690	553180	555010	333980	320960	365490	440060	458070	430470	408950	487650	577540	526560	391360	423090	172380	211230	289310	282080	400970	408360	532180	526090	640740	759890	315530	351560	83884	83105
Ubiquitin-like	Uba1	Q5U300	221540	230600	247330	240530	389530	396840	259840	261570	270970	270190	265300	285970	315610	326790	280070	270510	270900	259480	282730	258950	247130	252210	258860	250580	299430	291290	229370	223060	251220	306880
Cathepsin	Ctsd	Q6P6T6	312300	319030	951750	959770	291160	373540	268140	254890	500550	477770	369360	421560	362500	317230	394880	392690	282840	313010	361200	385580	252480	303740	269120	299820	943610	831740	287310	293440	68647	75018
Calmodulin-3	Calm3	P0DP31	1205200	1279300	1234100	1162400	510880	405840	151010	119190	732190	829540	436340	437480	292770	363450	283170	359980	393210	388930	496830	380210	258650	232340	147700	177640	1838900	2621200	666870	642500	2111600	2078500
Tropomyosin	Tpm4	P09495	125710	133790	155880	164080	301600	330510	221110	226550	228330	218610	258050	244270	255480	286520	267830	264840	228270	225680	258150	259550	189900	207990	228800	244290	297470	266310	215790	188530	348870	383420
Elastin	Emilin1	D3Z9E1	488080	474960	283470	241960	281670	298300	367550	323720	444180	435980	294060	270690	360560	340500	523030	491700	372110	384740	402130	372460	521730	517890	380000	374280	65421	63590	372350	373400	36778	43290
Heat	Hspb1	G3V913	607720	586820	639510	648240	383310	403300	508280	511290	305390	375450	455130	536470	530030	460520	647020	635150	327050	274580	366850	386060	452580	481960	568330	540560	292110	412850	534150	610270	39127	13173
Nidogen-2	Nid2	B5DFC9	16327	22505	15947	16051	467930	477540	13985	15544	9403.1	8086.6	35259	35304	15471	16709	39921	39885	306580	327920	55381	48137	15456	14477	7929.1	8450.8	144480	166570	19957	20671	1052100	1032600
Nucleoside	Nme2	P19804	155030	162840	208830	205500	358390	371160	243530	256800	293690	297290	206960	212850	281260	323010	155300	209060	362270	446930	250790	267520	234610	244080	368400	403620	361920	320200	274260	296750	459270	443900
Phosphatidylethanolamine-binding	Pebp1	P31044	394480	425100	646870	617540	390450	383760	335200	334510	381580	376140	350270	413780	333080	347840	555580	567720	506130	520780	438190	430840	258050	291210	385300	420000	714360	584240	458210	384660	274140	279240
Peroxiredoxin-2	Prdx2	A0A0G2JSH9	421820	450010	301700	381090	447830	484210	409960	411700	361730	386740	310150	277930	422110	387550	301240	297980	456010	483240	373520	370530	392300	334600	404000	447450	813440	897400	423330	442180	381940	342140
Glucose-6-phosphate	Gpi	Q6P6V0	129940	122410	192250	175480	127310	121390	146000	144870	117340	116380	136440	138650	99256	109670	129500	118100	136650	166030	132130	130910	143050	127980	140140	131310	101380	100320	142640	149420	177140	182900
Calgranulin-B	S100a9	A0A0H2UHJ1	7939.4	6798.8	138570	140960	113490	66750	313370	425240	328530	303340	16390	11149	4446.4	0	0	0	1085600	1011800	21232	45930	141890	175660	88813	132270	251790	218620	327090	337400	1765900	1986500
Collagen	Col4a1	F1MA59	251200	279440	369330	333410	724300	795660	148100	192310	135010	141530	67925	97809	69010	94632	92232	71045	372160	364500	177060	196730	136240	127460	55602	102800	250400	227440	285520	247190	1393700	1529000
Isocitrate	Idh2	P56574	162100	169100	171760	178680	203950	220510	160290	154510	192340	187560	197780	195960	215990	214600	196840	189490	200550	187700	200480	195000	208680	215240	191020	199530	104880	102380	215320	212260	134300	121180
Collagen	Col14a1	D3ZZT9	199540	213080	129630	100680	65928	63897	165020	172010	378530	376950	302560	309720	115450	130960	161470	170330	79173	82614	163630	154610	103700	97602	349240	345750	73135	78179	111980	113550	82986	81187
Core	H2afy	A0A140TAB4	321150	348630	293540	293180	127480	141270	169500	166960	197410	189270	248290	253560	163110	168740	451940	447670	243910	226000	198740	188380	215260	218660	166470	168910	186250	170070	147730	149930	26967	31892
Heterogeneous	Hnrnpl	F1LQ48	924830	642240	703120	607310	391950	359820	499960	513450	633710	582010	524240	559860	340810	381090	522140	525180	589520	560280	583420	565640	504980	518180	623250	594800	206340	189580	461710	491950	104730	143180
40S	Rps7	P62083	226000	211180	214140	218810	360150	344820	368610	388500	303690	283390	278660	309330	390410	436180	292530	276630	352790	361720	290530	268310	346790	336340	429510	437050	185050	190740	295180	320060	396380	398170
Laminin	Lamb2	M0R6K0	214730	213980	122120	118690	119100	129520	103370	101270	116050	108790	138820	134570	138380	134290	164040	158440	152320	158500	116120	113830	185470	186950	88257	97749	98706	112480	105740	107500	39372	35846
Phosphoglucomutase	Pgm5	D3ZVR9	102510	113900	149940	167100	164480	187300	130450	171640	135100	133040	130390	136930	208540	222500	132720	135310	96321	107060	149930	136590	227210	251350	99363	124670	1176	1872.8	214950	214200	593.7	232.68
Asporin	Aspn	Q5XIH1	511510	493090	250450	177560	98026	108360	171080	179270	331120	331080	468960	475500	256880	305360	469690	470980	177720	176110	115590	99155	455860	438370	258670	252820	264390	268200	149390	168560	0	0
Fibrillin	Fbn1	G3V9M6	166540	173920	69122	69583	166660	164850	110240	121170	105270	109740	118230	128290	37018	53711	80385	71669	216520	230580	173000	166120	109340	114130	77472	76421	457970	520890	107120	111290	43889	44454
47995	46308	89946	70959	64633	83556	762850	903670	139080	153930	0	1364	44164	47334	42174	44874	178000	181550	11579	16671	98353	104760	87234	74607	329290	333300	131930	129270	740.63	783.98
Glutamate	Glud1	P10860	177600	187930	214580	218790	215330	202680	182470	186010	224470	220890	245600	247240	227250	225730	277520	250160	233510	227670	174520	179030	230290	237720	188680	194530	264670	255350	206280	208380	164020	180300
Lamin-B1	Lmnb1	G3V7U4	177690	182560	291730	314210	182060	181570	127760	141400	164060	168940	187750	163670	199960	191030	294460	304860	231940	212560	201660	200690	167070	206590	139210	150700	246390	221250	135380	134830	130520	148480
IQ	Iqgap1	G3V7Q7	103410	108070	123570	107390	172620	178000	113840	120160	126840	123140	130540	132460	121570	132170	153540	141060	162860	148110	98016	93996	137750	132760	108360	105220	130130	98048	108760	106160	99697	107490
Aconitate	Aco2	Q9ER34	167900	191430	167120	167900	241020	244970	231050	231640	241860	227230	223740	216090	234570	242460	214560	225080	197900	197400	210250	183660	243200	285330	229010	227050	330100	340670	198980	212310	111910	92430
GST	Gstp1	B6DYQ7	470710	478360	409700	406750	209530	188530	168420	145700	241680	221100	275480	245710	109500	132860	463370	453160	254190	246130	226210	219740	142970	129220	179070	224950	270740	234100	167020	158850	123600	112370
Immunoglobulin	Ighm	A0A0G2K477	274180	297490	1244800	1382500	178640	210340	564790	530770	679860	690070	800000	707020	221660	234210	237760	300160	162610	103270	417780	423050	350820	331600	412170	353970	688580	691690	366140	373540	140760	225310
Actin-related	Actr3	Q4V7C7	206600	211140	273170	262480	250910	287430	304030	309830	340650	330460	330470	382880	284270	301470	320290	291530	207880	202170	310110	301010	364490	383880	240700	261330	149730	133060	273320	284720	136050	149570
Cysteine	Csrp1	P47875	232090	243440	382900	356080	217510	249310	369800	328690	263070	254100	241900	225950	186540	146790	167020	172270	272260	234790	207550	189600	241280	235720	230920	241930	125620	107660	303730	355730	57918	65866
Adenosylhomocysteinase	Ahcy	P10760	244100	208340	263190	288170	138440	152460	170390	173580	213290	211470	194870	209880	209610	225910	349170	355900	207320	239750	200120	206020	224440	226310	186350	212000	189130	212300	168260	175400	78403	80748
Calnexin	Canx	P35565	374170	370220	591190	549260	453090	474640	469130	414880	378490	371500	395530	365260	507760	455350	458520	442320	421000	416620	472840	536170	380300	419510	565490	576790	418250	459680	365050	378420	447120	508830
Keratin	Krt8	Q10758	131560	129200	257750	209980	362280	393580	239060	234580	169530	151310	79154	75637	205780	202960	142270	168520	164960	188600	104630	120040	282580	288860	94067	81724	215940	184170	85844	91419	185700	206560
14-3-3	Ywhae	P62260	102960	122050	137300	135140	193170	216150	123160	134500	146410	158500	178890	184980	222250	233460	209940	197360	215760	222380	192470	197860	166320	138380	159190	142900	160140	158280	163650	173780	231170	253460
Protein	S100a8	P50115	11604	0	126540	58755	71291	69581	297770	368690	190400	200780	0	0	0	0	1004.3	0	1050800	937160	33643	55988	150760	174520	16288	51360	83850	110770	289350	304500	3014700	3125200
Uncharacterized	Palld	F1M265	172970	151450	203660	208920	138560	142220	318480	311060	289710	306660	314300	287400	262300	260960	301240	265860	137500	107410	400140	357080	269730	266250	274740	275350	48942	19167	301630	300860	3675	4535.1
